BD,64,1147000,1202095,"Dominan merupakan pemukiman penduduk, jalan akses berupa jalan coran  dengan lebar 2,5 meter.  Blok dalam zona ini jl. Makmur dalam dan gang swadaya.",0106000000010000000103000000010000000E000000B40B2D62412A59406BD8CC21D356E9BF2BB36D1E3D2A5940625DD0928556E9BF62F7C9723D2A59405A5463072D51E9BFE875703C3F2A5940ED58559F784CE9BF5685BE633F2A5940BD6FA206A649E9BF46EA32643D2A5940CBD241655E47E9BF580AC101402A5940701BD6322547E9BFA0D89D204C2A59403EA9B8DB1646E9BF9BD9B8F14F2A59402CA640670B4CE9BF33957C354B2A5940E61AB9E9C64CE9BFEBAA842C452A594063A380C0714EE9BF6DBC1F85432A594057D777460350E9BF25C36293412A5940EBA8F83EB053E9BFB40B2D62412A59406BD8CC21D356E9BF,12,2,PASIR PANDAN AIR,,,
BJ,51,3100000,3015332,"Dominan merupakan pemukiman dan pertokoan pinggir jalan penghubung, jalan akses berupa jalan aspal  dengan lebar 6 meter. Blok dalam zona ini  jl. Dt. perpatih nan sabatang.",01060000000100000001030000000100000007000000B40812C3312A59403A5788326B65E9BFC47EE5712D2A5940B703EFD32363E9BF9AEC29EF292A59402024BFB1E360E9BFD704418B302A59404C31DC0B075EE9BF4F50853B322A5940C00D1A24EF5FE9BF6FF56C7A392A59407F2BA7AA8C62E9BFB40812C3312A59403A5788326B65E9BF,12,2,PASIR PANDAN AIR,,,
BM,51,3100000,3094426.38495595,"Dominan merupakan pemukiman penduduk, jalan akses berupa jalan coran dan aspal dengan lebar 2,5-3 meter. Blok dalam zona ini jl. Lingkungan RW.IV-RT.01, jl. berok dan jl. makmur.",01060000000100000001030000000100000010000000C69C7FB1132A59404DE25C40214CE9BFA7475FD7122A59407AEA2E5D264AE9BF91941C781B2A5940FF6BA1666949E9BF4862F7901B2A59405F3BCB941149E9BF1AD84B3E1E2A594001AEF889A048E9BF2EDD9AEA222A5940CCBD63075548E9BFEC9D98BE232A59408600D657FE48E9BF46296AD6252A5940AE70FA3CB948E9BF21369A6F2D2A5940BBD42931C948E9BF872CF4862D2A5940C5E12054B949E9BF49E01CA72C2A5940B7ACF787134CE9BF2B3517EC2B2A5940B46209AAA24BE9BF0717648A272A5940CBDEF42A1F4BE9BFDE8A3993222A594070379C0F004BE9BF162A30A31B2A59401284EAB8734BE9BFC69C7FB1132A59404DE25C40214CE9BF,12,2,PASIR PANDAN AIR,,,
AA,44,6195000,6471841.06347208,"Dominan merupakan pusat perniagaan dan terletak di pusat kota solok, jalan akses berupa jalan aspal dengan lebar 4-6-8 meter.Blok dalam zona ini  jl. sukarno, jl. dr. moh hatta, jl. pemuda dan pasar raya.",0106000000010000000103000000010000000D000000394E87B5F32959402469BE8C084AE9BF01576F27052A594074331B355D47E9BF5D01D6120B2A594097EA3DE75C47E9BFF0A8C6D60C2A5940943567E2E448E9BFF3202A820D2A5940996E828B6C4AE9BF5BD174E20F2A59409298EDB67B4EE9BF39FC1853112A59407CB08F4AC351E9BF0F979EC00B2A594049E3D51C7052E9BF3283740E052A59408EF75C4A2A53E9BFBD383C85F9295940B708B552BC54E9BF4617A9DEF52959403AF8676A2D55E9BF8E0E7B2FF0295940AA67CBC8D14AE9BF394E87B5F32959402469BE8C084AE9BF,12,2,PASIR PANDAN AIR,,,
AK,46,5095000,5281619.53287308,"Dominan merupakan pemukiman, pertokoan dan perkantoran swasta pinggir jalan utama, jalan akses jalan aspal dengan lebar 8 meter,Blok dalam zona ini jl. Prof. Dr. moh yamin SH/ pandan ujung.",0106000000010000000103000000010000000B000000B5A6141C802A594051CA9433BD3BE9BF86DD6F7B882A594008BAADAF193BE9BF77D10ADC8C2A59409D6983CDBE3AE9BFDE6BF2DB8D2A5940CC6066ECC43CE9BF4A890E518E2A5940E31D217D3D40E9BFAB72DF88802A5940266D00B93D41E9BFA55B122F762A5940795DDFEAF641E9BFADCADB43732A5940AF5B9789C442E9BF8D1502ED702A594060C2F8257C3FE9BFF65B24FC6E2A5940407F57F4BC3DE9BFB5A6141C802A594051CA9433BD3BE9BF,12,2,PASIR PANDAN AIR,,,
AO,46,5095000,4890558.0719863,"Dominan merupakan pertokoan/ruko dan pemukiman pinggir jalan utama, jalan akses berupa jalan aspal dengan lebar 8 meter.Blok dalam zona ini jl. Prof . Dr. moh yamin SH.",0106000000010000000103000000010000000D0000008903D71B952A59408694A25FF739E9BF0182E858982A59409ACA11FBB039E9BF059A83F7992A5940866F66DB8939E9BFFDFEBCD0A12A5940BC6A560DEB38E9BF09310E1AA32A59408C0083094B3BE9BF236A94E2A42A5940C888431FF13EE9BF4BCD1F669D2A594001E3836DCF3FE9BF996F40709A2A594093844CCAF23EE9BF76B0DDB8992A59403004EA61F63BE9BF6C7DF9C9952A5940279A03CD323CE9BFDE6BF2DB8D2A5940CC6066ECC43CE9BF77D10ADC8C2A59409D6983CDBE3AE9BF8903D71B952A59408694A25FF739E9BF,12,2,PASIR PANDAN AIR,,,
BP,47,4605000,4635822.88604654,"Dominan merupakan pertokoan dan perkantoran pinggir jalan utama, jalan akses berupa jalan aspal dengan lebar 8 meterBlok dalam zona in jl. Prof. Dr. moh yamin SH.",010600000001000000010300000001000000070000006C7DF9C9952A5940279A03CD323CE9BF76B0DDB8992A59403004EA61F63BE9BF996F40709A2A594093844CCAF23EE9BF3E7CF956962A59408FB7C336513FE9BF4A890E518E2A5940E31D217D3D40E9BFDE6BF2DB8D2A5940CC6066ECC43CE9BF6C7DF9C9952A5940279A03CD323CE9BF,12,2,PASIR PANDAN AIR,,,
AV,52,2925000,2970944.58315994,"Dominan merupakan pemukiman dan gudang suka fajar, jalan akses berupa jalan coran dengan lebar 2,5 meter.Blok dalam zona ini jl. Patimura dalam dan sw RK.1 RT.4.",0106000000010000000103000000010000000D0000003939442BBD2A59406835063C6035E9BFA2E5D52ABD2A5940B13F954B4233E9BFE73EC862B92A5940B4436B270731E9BF2681089AB62A5940FD877DA97F30E9BFC9776C41BB2A5940334CDFFC1C2EE9BF37822796BE2A594074D34745B32FE9BF2E2B1CF8BF2A594064276FB59730E9BF66788B29C92A59400EBB5DE47D33E9BFE40C5A9ACA2A59403C8B7922CB35E9BFFC37A0C6C22A5940E7C4B858AD36E9BFCD8E0DF5C12A594076B135F2A535E9BF3006DC73BE2A5940CA2622FA0736E9BF3939442BBD2A59406835063C6035E9BF,12,2,PASIR PANDAN AIR,,,
AP,47,4605000,4660542.98779281,"Dominan merupakan pertokoan/ruko pinggir jalan utama, jalan akses berupa jalan aspal dengan lebar 8 meter. Blok dalam zona ini jl. Prof . Dr. moh yamin SH./ pandan ujung.",0106000000010000000103000000010000000F000000FDFEBCD0A12A5940BC6A560DEB38E9BF08BEF092A52A5940CE55642B9A38E9BF74F2B69BA32A59405AC23CAA5937E9BF8ADBF00FA82A5940838B590ED835E9BFCD772E5EAA2A5940A33A62180436E9BF4C9E3EF2AD2A594077F434B04535E9BFB27450DBAE2A59401E4CA6AEA236E9BF68B25F2DB62A59408FB1DFB77235E9BF1D09D3D9B62A594014F20D8A4336E9BF3C2F5CDDB82A594083E47F6FAC38E9BF8D41704CB92A5940013C8D5D9F39E9BF4462BB92B62A59409F5F8EC7EB39E9BF149EC6FDB02A594097207A79503AE9BF09310E1AA32A59408C0083094B3BE9BFFDFEBCD0A12A5940BC6A560DEB38E9BF,12,2,PASIR PANDAN AIR,,,
BN,54,2640000,2633593.15023351,"Dominan merupakan pemukiman, ruko dan sawah pinggir jalan , jalan akses berupa jalan aspal  dengan lebar 8 meter. Blok dalam zona ini  jl. Nasir sutan pamuncak, jl. Prof. Dr. moh yamin SH",01060000000100000001030000000100000010000000BB8867EFAE2A5940E2567FF39C3BE9BF0468B28CB22A59402D3A1D3D213CE9BF767144A2B52A5940432642F3FC3BE9BF587F80B8B72A5940BDC7DC354C3BE9BF8D41704CB92A5940013C8D5D9F39E9BF642DDA53BA2A59408AB633B0C23BE9BFAA48EF5EBA2A59403E920D0FAB3CE9BF1558C054BA2A5940A3847ABA2B40E9BFE948EE22B72A5940D903EC123C47E9BF92B36DEFB02A59407C30D6A5A145E9BF017A1FFFAF2A5940E9E7490E9140E9BF5FE16AB8A92A5940AD06668CD941E9BFD8C149FAA62A5940423F4C2FD63EE9BF7200622DB02A594061FE205CA23DE9BF813C5427AF2A5940B4696157EB3BE9BFBB8867EFAE2A5940E2567FF39C3BE9BF,12,2,PASIR PANDAN AIR,,,
AS,47,4605000,4635000,"Dominan merupakan pertokoan/ruko pinggir jalan utama, jalan akses berupa jalan aspal dengan lebar 8 meter.Blok dalam zona ini jl. Prof . Dr. moh yamin SH./ pandan ujung.",0106000000010000000103000000010000000E000000C31FDC23B82A5940191C12C6C039E9BF8D41704CB92A5940013C8D5D9F39E9BF587F80B8B72A5940BDC7DC354C3BE9BF01AE3A4FB62A594071B5C5BAC33BE9BF767144A2B52A5940432642F3FC3BE9BF0468B28CB22A59402D3A1D3D213CE9BFBB8867EFAE2A5940E2567FF39C3BE9BF813C5427AF2A5940B4696157EB3BE9BF7200622DB02A594061FE205CA23DE9BFD8C149FAA62A5940423F4C2FD63EE9BF236A94E2A42A5940C888431FF13EE9BF09310E1AA32A59408C0083094B3BE9BF4462BB92B62A59409F5F8EC7EB39E9BFC31FDC23B82A5940191C12C6C039E9BF,12,2,PASIR PANDAN AIR,,,
AZ,66,916000,864463.666666667,"Dominan merupakan pemukiman penduduk, jalan akses berupa jalan coran  dengan lebar 2,5 meter. Blok dalam zona ini  jl. lingkungan RT. 01 RW.01.",0106000000010000000103000000010000000F0000005CD54E63892A594046FF861F9940E9BF4A890E518E2A5940E31D217D3D40E9BF3E7CF956962A59408FB7C336513FE9BFB5CD2FBA9C2A5940B6B6F5041A45E9BFD4E02B79A02A59405F6CF03C4346E9BFCBA204209A2A59408EC2235DC849E9BF8AA15937972A5940346A532D134AE9BFE1A92B37972A5940734CE6AA0449E9BFAB8E79C7942A59403E57D8A42046E9BFD011A745912A59403F80E4DA6E43E9BF6E55C99C8F2A5940670FCC512342E9BFACE05E6E8B2A594072962AB84242E9BF05C70DF8892A5940BF5AF5AC3C42E9BFBC9843C1862A59409243F809D140E9BF5CD54E63892A594046FF861F9940E9BF,12,2,PASIR PANDAN AIR,,,
